time (s),X (pixels),Y (pixels),R (pixels),Theta (°)
50.0184620999935,16.2698359714503,-9.93009000929462,19.0608040263414,-31.397279601896
50.0506261999981,15.4038105676659,-10.4300900092946,18.6027997249479,-34.1023621839717
50.0853249999927,9.70765814495922,-12.5640646055102,15.8774792102155,-52.3084357491333
50.1187119999959,6.6095819336059,-13.1980392017257,14.7605830544508,-63.3982777186827
50.1521956999932,6.6095819336059,-13.1980392017257,14.7605830544508,-63.3982777186827
50.1856645999942,5.6095819336059,-11.4659883941569,12.7646503800448,-63.93042460565
50.2187883000006,4.6095819336059,-9.73393758658799,10.7702268565809,-64.6597404886456
50.2520527999877,3.6095819336059,-8.00188677901911,8.77834117357345,-65.7202759911251
50.285432699995,2.1095819336059,-5.4038105676658,5.80099168985898,-68.6749310254486
50.3188660000014,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.3518590999884,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.3856168999919,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.418860699996,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.4522137999884,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.4856108999957,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.5189868000016,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.5523433999915,-0.390418066394096,-1.0736835487436,1.14246340396949,-109.982526097052
50.5858955000003,-31.2731039685739,-1.58330249197702,31.3131582343643,-177.101689658106
50.6190856999892,-87.9403995615803,-5.43266739736604,88.1080458874262,-176.464948445569
50.6524357000017,-133.777568135664,-18.0403625519528,134.988489943766,-172.319800496986
50.7023655999947,-159.062177826491,-22.2461339178928,160.610295090941,-172.038363761434
50.7356297999941,-165.624355652982,-24.8801085141084,167.482676671766,-171.456901065321
50.7693911999959,-170.08845726812,-25.1480577065395,171.937512202138,-171.589589453566
50.8025420999911,-172.820508075689,-24.4160068989706,174.536727952686,-171.958497699688
50.8344898999931,-174.552558883258,-25.4160068989706,176.393223280776,-171.715575044491
50.8673089999938,-178.150635094611,-25.1839560914017,179.921873125607,-171.953795965294
50.9006705999927,-192.542939940024,-24.2557528611262,194.064745040432,-172.819940622342
50.9342434999999,-208.301270189222,-22.9615242270663,209.562999494838,-173.709552210476
50.9673436000012,-218.863448015713,-18.6672955930063,219.658090682049,-175.124928592311
51.0013379000011,-236.791651245988,-3.61473670974867,236.819239972775,-179.125420719833
51.0348779999913,-249.621778264911,8.60769515458679,249.770143532029,178.025055069981
51.0683022000012,-257.719854476264,16.6339745962156,258.25609867365,176.307089211559
51.1023157000018,-264.183956091402,19.8301270189222,264.927153371809,175.707324806924
51.1362272999977,-267.416006898971,21.4282032302756,268.273160490326,175.418643968385
51.1859419999964,-277.514083110324,32.9185842870421,279.459656329902,173.235212763022
51.2196305999969,-290.112159321677,48.7390923627309,294.177776371073,170.463316300471
51.2528784999886,-295.112159321677,57.3993464005753,300.642431381061,168.993386169107
51.3030212999874,-296.014083110324,64.9615242270664,303.058306320004,167.622414998549
51.3530544999958,-294.817930687617,74.8897274573419,304.181004557424,165.747168148134
51.386342999991,-289.889727457342,82.3538290724796,301.360593389698,164.140854502662
51.4198786999914,-289.889727457342,82.3538290724796,301.360593389698,164.140854502662
51.4532341000013,-289.889727457342,82.3538290724796,301.360593389698,164.140854502662
51.5031818999996,-289.523702053557,83.7198544762641,301.385115897126,163.872030157727
51.5366631999932,-287.327549630851,91.9160068989707,301.671465506966,162.260539682724
51.5698948999925,-285.26537180436,102.344210129246,303.068754076792,160.263615970967
51.6034761999908,-284.667295593006,107.308311744384,304.221207264822,159.345541165755
51.6365125000011,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.6700012999936,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.7020014000009,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.7347825999896,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.7689035999938,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.802543599988,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.8367714999913,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.8690441999934,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.90180159999,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.9351853999979,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
51.9702040999982,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
52.0031984999951,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
52.0358870999917,-284.301270189222,108.674337148168,304.363801700857,159.080613184993
52.0685893999907,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.1016610999941,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.1358074000018,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.1685151999991,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.2017529000004,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.2360132999893,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.2707786999963,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.303937299992,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.3372320999915,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.3705895999883,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.4038691999885,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.4372482999897,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.4707316999993,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.5038613999932,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.537308599989,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.5707575999986,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.6041041999997,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.6375126999919,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.6710079999903,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.7043121999886,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.7374693999882,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.7708223999944,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.8041976999957,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.8375967999891,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.8691496999963,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.9024123999989,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.9356298999919,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
52.9692434999888,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.0024731000012,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.0357476999925,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.0702418000001,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.1046319999878,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.1380341999902,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.171201899997,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.2042493999907,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.2376392000006,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.2696571999986,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.3024995000014,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.3368441999919,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.3694953999948,-283.435244785438,109.174337148168,303.734380468071,158.934181106971
53.4026995999884,-268.212812921102,116.808311744384,292.544517480029,156.46658163908
53.4370009999984,-241.428203230276,118.416006898971,268.905053885003,153.87291524448
53.4705354999896,-212.277568135665,117.925625842204,242.833727401832,150.946706947758
53.5038732999965,-150.985916889676,141.76537180436,207.109072089671,136.804001383737
53.5372229999921,-114.309002353436,150.239092362731,188.781177274153,127.265592623956
53.5703457999916,-97.8186212966697,151.67691453624,180.483708615529,122.818551015805
53.6037208999915,-74.4000370096276,157.114736709749,173.840173718297,115.339404644211
53.637327199991,-42.6513257036633,158.124355652982,163.775600853579,105.095305126629
53.671519999989,-39.9192748960944,157.392304845413,162.375755988329,104.231778698917
53.7050764000014,-36.6872240885256,155.79422863406,160.055596862476,103.250889520105
53.7381939999905,-36.6872240885256,155.79422863406,160.055596862476,103.250889520105
53.7714735999907,-32.1872240885256,148,151.45962298423,102.269694246385
53.8047249999945,-31.1872240885256,146.267949192431,149.555862162964,102.036353635185
53.8540529999882,-26.0795289339388,113.421161675114,116.380847845118,102.949243723267
53.8884994999971,-21.1776051452922,98.930780618347,101.172082678204,102.082658852387
53.9222148999979,-15.1776051452922,88.5384757729337,89.8299581995938,99.7273149736468
53.9550729999901,-11.3115797415077,83.8423233502271,84.601932726224,97.6836598360314
53.988577600001,-1.11542731880108,78.1820693123827,78.1900258349474,90.8173861679111
54.0216868999996,0.384572681198916,75.5839931010294,75.5849714509676,89.7084805855561
54.0548848999897,11.1166234887678,60.9955358329095,62.0002799133582,79.6710356308706
54.1053729999985,19.7146997001211,52.1032309874962,55.7083123384863,69.2744761001262
54.1386375000002,24.94675050769,47.0410531610052,53.2466059330493,62.0621561030028
54.1722895999992,25.94675050769,45.3090023534363,52.2124463722205,60.2018662252199
54.2219757999992,24.1166234887678,38.4788753345141,45.4118417982366,57.9225833714417
54.2708661999932,20.5544456622767,30.6487483155919,36.9029945911708,56.1523958608539
54.3053470999876,17.4922678357856,21.9525958928853,28.0694834379827,51.4514615240494
54.338746399997,13.5640646055101,12.7564434701787,18.6201691353843,43.2424819365275
54.3722236999893,12.6980392017257,12.2564434701787,17.6482465448057,43.9861969316726
54.4058026999992,12.6980392017257,12.2564434701787,17.6482465448057,43.9861969316726
54.4544829999941,10.0999629903724,10.7564434701787,14.7550102857992,46.8028583390152
54.4870334000007,10.5999629903724,9.89041806639421,14.4975716906426,43.0167430000467
54.5204352000001,10.5999629903724,9.89041806639421,14.4975716906426,43.0167430000467
54.5538438999938,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.5869917999953,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.6223295999953,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.6556887999905,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.6887853999942,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.7225101999938,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.755837299992,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.789272199996,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.822545499992,10.2339375865879,8.52439266260977,13.3191121623227,39.7927201901692
54.8726448999951,9.3679121828035,8.02439266260977,12.3348553403947,40.5827919701105
54.9059378999955,-1.92631645125645,9.58657048910084,9.77819148988607,101.361657836563
54.9391974999889,-41.5410531610052,20.2013071988496,46.1925525411591,154.066464501261
54.9724076999992,-115.172450369149,37.7346281956404,121.196515994056,161.859347162981
55.0058785000001,-150.421161675114,42.7871870788981,156.388200506992,164.121637235146
55.0394184999896,-152.287187078898,44.0192378864669,158.521546335218,163.87784467062
55.072683099992,-156.153212482682,48.7153903091736,163.575716479057,162.673553475647
55.1227032999886,-162.751288694036,54.1435935394491,171.521166894744,161.598907821451
55.1559522999887,-166.11731409782,57.9737205583713,175.942929151626,160.761388437191
55.189307099994,-175.483339501605,72.1961524227067,189.754280234408,157.637089951186
55.2224849999911,-181.421161675114,96.4807621135333,205.480352738543,151.995711364364
55.2558751999895,-184.894882233485,124.497422611929,222.902951333416,146.045976110794
55.2896400999889,-189.868602791856,155.112159321677,245.173139425111,140.753075785279
55.3224243000004,-191.94039956158,174.700616589797,259.540791438869,137.692115046408
55.3562851999886,-193.512196331305,193.423048454133,273.604542729567,135.013200650737
55.4383184999897,-191.521815274538,219.97560733739,291.66740227442,131.044467727867
55.4731171999883,-190.28976446697,221.841632741175,292.273680782524,130.622101604962
55.5063187999913,-187.593612044263,229.171759760097,296.160528685632,129.302799569643
55.5395594000001,-184.397459621556,235.635861375235,299.210097224229,128.045049792996
55.5728459999955,-179.103230987496,244.465988394157,303.053768878878,126.227640952156
55.6229200999951,-174.40707856479,248.332013797941,303.45776992927,125.080909421521
55.6551632999908,-174.041053161005,249.698039201726,304.367210728387,124.876731621692
55.6879220999981,-174.041053161005,249.698039201726,304.367210728387,124.876731621692
55.7212054999982,-172.309002353436,250.698039201726,304.20371324431,124.501399112353
55.7545043999999,-169.844900738299,254.430090009295,305.911688251594,123.725106482002
55.7878969000012,-164.416697508023,261.028166220648,308.494009633832,122.20604889203
55.8220881999878,-153.694265643688,276.456369450924,316.306894489731,119.071609327492
55.8554562999925,-149.132087817197,282.554445662277,319.495531080221,117.825068654047
55.889961199995,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
55.923332499995,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
55.9567002999975,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
55.9901186999923,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.0259049999877,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.0554824999999,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.0881812000007,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.1216175000009,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.1548999999941,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.1882561999955,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.2217423999973,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.2565653999918,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.2903003999963,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.3237615999969,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.3571273999987,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.3905013999902,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.4237290999881,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.4570531999925,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.4904826999991,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.523870399993,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.5571620999981,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.5905764999916,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.6240394999913,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.6572697999945,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.6906648000004,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.7255357999966,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.757356999995,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.7905145999976,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.8237932999909,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.8559892999911,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.8888382000005,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.9223755999992,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.9555550999939,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
56.9888514999911,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.0237871999998,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.057169599997,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.0904854999972,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.1242773999984,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.1576338999876,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.1910069000005,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.2244535999926,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.2577903999918,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.2911286000017,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.3246605999884,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.3577537999954,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.3901217999955,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.4245501999976,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.4579577999975,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.4913322999928,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.5247538999974,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.5582664999965,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.5913841000001,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.6247074999992,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.6580443999992,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.6914295999886,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.724790799999,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.7583601999941,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.7913802999974,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.824870299999,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.8582204999984,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.8915847999888,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.9249316999922,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.9584616999928,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
57.9921458999888,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.0248963999911,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.0568640999991,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.0898122999934,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.1233495999913,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.1565270999999,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.1906254999922,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.2250682000013,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.2585409999883,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.2919159999874,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.3252533999912,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.3586820999917,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.3921353999904,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.4255157000007,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.4586778999947,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.492059199998,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.5253800999926,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.5587833999889,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.5921418999933,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.6260612999904,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.6588615999935,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.6922704999888,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.7255717999942,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.7589475999994,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.7923050999962,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.8259907999891,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.8589145000005,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.8923819999909,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.9257523999986,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.9591475999914,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
58.9924458999885,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.0257548999944,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.0590789999987,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.0924089999899,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.1259106999933,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.1590899000003,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.1924322999985,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.2260936999955,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.25852019999,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.2908031999978,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.3241952999961,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.357606199992,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.3908251999965,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.424966599996,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.4588997999963,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.492863499996,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.5262258000002,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.5596346999955,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.5929854999995,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.6262325999996,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.6595893999911,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.6930214999884,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.7263802999951,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.7597322999936,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.7930781999894,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.8265832999896,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.8600640999939,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.8934447999927,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.9263250999938,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.9598982999887,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
59.9932617999875,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.0265874999895,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.0600490999932,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.0934371999901,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.1265222999937,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.1601020999951,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.193414399997,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.2268230999907,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.2602660999983,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.292483799989,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.3267071000009,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.3601999999955,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.3934022999892,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.4267375999916,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.4585279999883,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.4916996999964,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.5251958000008,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.5584374999889,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.5916818999976,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.625954099989,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.6604668999935,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.694067199991,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.7271498999908,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.7605792999966,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.793989400001,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.8272687999997,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.8605868999875,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.8939791999874,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.9273657999875,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.9606954999908,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
60.9940597999957,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
61.0274168999895,-148.266062413412,283.054445662277,319.535044201347,117.645887687988
61.0608295999991,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.0941913999995,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.1276157999964,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.1608549999946,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.1942300999945,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.2275707999943,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.2609109999903,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.2942711999931,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.3276428999961,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.3609559999895,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.3943642999948,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.427737799997,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.4610902999993,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.4944634999993,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.5278023999999,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.5618543999881,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.5932761000004,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.627857399988,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.6594733999955,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.6927652000013,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.7262004999939,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.7593397999881,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.7942291999934,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.8280487999873,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.8614200000011,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.894770599989,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.9281900999922,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.9614456999989,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
61.9931279999873,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.0278459999972,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.0615184999915,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.0949403999984,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.1283022999996,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.1616525999998,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.1950042999961,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.2285801999969,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.2616882000002,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.2950915999972,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.328368699993,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.3618168999965,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.395222399995,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.4291415999905,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.4602321999992,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.4933432999969,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.5267143999954,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.5600250999996,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.5933633999957,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.6278545999958,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
62.6620243999932,-147.400037009628,283.554445662277,319.577681581929,117.466752782261
